Company,Symbol,Marketprice,previousClosePrice,changeInPrice,pe_ratio,eps_ratio,Volume,MarketCap
Apple Inc.,AAPL,129.93,129.61,0.32,21.27,6.11,76874922,2.067T
Saudi Arabian Oil Company,2222.SR,32.1,32.2,-0.1,17.83,1.8,5222570,7.059T
Microsoft Corporation,MSFT,239.82,241.01,-1.19,25.81,9.29,21938472,1.788T
Alphabet Inc.,GOOG,88.73,88.95,-0.22,17.16,5.17,19169187,1.145T
Amazon.com Inc.,AMZN,84.0,84.18,-0.18,74.34,1.13,62401194,856.943B
Berkshire Hathaway Inc.,BRK-B,308.9,309.06,-0.16,59.29,5.21,3181447,681.776B
UnitedHealth Group Incorporated,UNH,530.18,529.88,0.3,25.98,20.41,1660343,495.373B
Johnson & Johnson,JNJ,176.65,177.56,-0.91,24.6,7.18,4187659,461.848B
Exxon Mobil Corporation,XOM,110.3,109.2,1.1,9.0,12.25,11328805,454.247B
Visa Inc.,V,207.76,208.06,-0.3,29.68,7.0,3926535,439.957B
Tencent Holdings Limited,TCEHY,42.36,43.29,-0.93,16.23,2.61,1503848,405.098B
JPMorgan Chase & Co.,JPM,134.1,133.22,0.88,11.32,11.85,9127550,393.342B
Tesla Inc.,TSLA,123.18,121.82,1.36,35.3,3.49,156403696,388.972B
Taiwan Semiconductor Manufacturing Company Limited,TSM,74.49,76.0,-1.51,13.45,5.54,7744158,386.311B
Walmart Inc.,WMT,141.79,142.15,-0.36,43.63,3.25,3701112,382.379B
NVIDIA Corporation,NVDA,146.14,146.03,0.11,39.19,3.73,30939190,364.181B
LVMH Moët Hennessy - Louis Vuitton Société Européenne,MC.PA,679.9,696.5,-16.6,25.79,26.36,272368,340.685B
The Procter & Gamble Company,PG,151.56,152.59,-1.03,26.27,5.77,4472882,359.152B
Eli Lilly and Company,LLY,365.84,367.02,-1.18,55.01,6.65,1367092,347.613B
Chevron Corporation,CVX,179.49,178.32,1.17,10.21,17.58,4990633,347.069B
Mastercard Incorporated,MA,347.73,348.21,-0.48,34.74,10.01,1498369,334.328B
The Home Depot Inc.,HD,315.86,320.41,-4.55,19.04,16.59,2556661,321.921B
Meta Platforms Inc.,META,120.34,120.26,0.08,11.16,10.78,19474004,319.888B
Nestlé S.A.,NESN.SW,107.14,108.26,-1.12,18.44,5.81,2427640,294.635B
Kweichow Moutai Co. Ltd.,600519.SS,1727.0,1719.0,8.0,36.41,47.43,2533312,2.169T
Novo Nordisk A/S,NVO,135.34,135.2,0.14,40.77,3.32,979888,304.501B
Samsung Electronics Co. Ltd.,005930.KS,55300.0,56600.0,-1300.0,0,0,10845060,371.685T
Pfizer Inc.,PFE,51.24,51.33,-0.09,9.82,5.22,11357673,287.626B
AbbVie Inc.,ABBV,161.61,162.56,-0.95,21.55,7.5,3633107,285.804B
Merck & Co. Inc.,MRK,110.95,110.82,0.13,18.4,6.03,5238454,281.303B
The Coca-Cola Company,KO,63.61,63.95,-0.34,27.9,2.28,7569915,275.082B
Bank of America Corporation,BAC,33.12,33.14,-0.02,10.48,3.16,27896667,265.703B
Roche Holding AG,ROG.SW,290.5,292.85,-2.35,16.42,17.69,709917,240.035B
PepsiCo Inc.,PEP,180.66,181.98,-1.32,25.85,6.99,3135291,248.897B
Broadcom Inc.,AVGO,559.13,557.81,1.32,21.12,26.47,1437725,233.653B
Alibaba Group Holding Limited,BABA,88.09,89.13,-1.04,117.45,0.75,11741293,233.222B
Oracle Corporation,ORCL,81.74,81.4,0.34,25.7,3.18,5306158,220.391B
ASML Holding N.V.,ASML,546.4,551.47,-5.07,37.02,14.76,703202,220.274B
Thermo Fisher Scientific Inc.,TMO,550.69,557.01,-6.32,30.96,17.79,668292,215.978B
Industrial and Commercial Bank of China Limited,1398.HK,4.02,4.01,0.01,3.69,1.09,162913773,1.645T
AstraZeneca PLC,AZN,67.8,68.1,-0.3,105.94,0.64,3542884,210.116B
Reliance Industries Limited,RELIANCE.NS,2547.2,2543.3,3.9,29.17,0,3363584,17.234T
Costco Wholesale Corporation,COST,456.5,456.53,-0.03,34.5,13.23,1803243,202.562B
Shell plc,SHEL,56.95,56.67,0.28,4.98,11.44,2012643,199.449B
Cisco Systems Inc.,CSCO,47.64,47.5,0.14,17.2,2.77,13199817,195.71B
Novartis AG,NVS,90.72,91.6,-0.88,9.35,9.7,2080516,195.139B
Danaher Corporation,DHR,265.42,266.85,-1.43,29.26,9.07,1412327,193.216B
McDonald's Corporation,MCD,263.53,265.93,-2.4,33.23,7.93,1696686,193.016B
Abbott Laboratories,ABT,109.79,110.31,-0.52,24.78,4.43,3327985,191.427B
L'Oréal S.A.,OR.PA,333.6,338.7,-5.1,33.03,10.1,195837,178.538B
Toyota Motor Corporation,TM,136.58,137.41,-0.83,10.09,13.53,168268,186.354B
NIKE Inc.,NKE,117.01,117.35,-0.34,33.05,3.54,4313755,183.073B
T-Mobile US Inc.,TMUS,140.0,139.4,0.6,116.67,1.2,2553252,174.181B
Accenture plc,ACN,266.84,268.38,-1.54,24.24,11.01,1271633,168.175B
NextEra Energy Inc.,NEE,83.6,84.08,-0.48,43.09,1.94,4077090,166.127B
Verizon Communications Inc.,VZ,39.4,39.26,0.14,8.57,4.6,43858341,165.473B
Hermès International Société en commandite par actions,RMS.PA,1445.0,1485.0,-40.0,52.07,27.75,45660,151.057B
Linde plc,LIN,326.18,329.75,-3.57,43.2,7.55,1228034,160.664B
The Walt Disney Company,DIS,86.88,87.18,-0.3,49.93,1.74,23154534,158.433B
China Construction Bank Corporation,601939.SS,5.63,5.59,0.04,4.5,1.25,40296614,1.104T
Wells Fargo & Company,WFC,41.29,41.33,-0.04,10.72,3.85,9667683,157.335B
BHP Group Limited,BHP,62.05,62.24,-0.19,7.78,7.98,1321052,221.442B
Philip Morris International Inc.,PM,101.21,101.19,0.02,18.01,5.62,2850083,156.896B
TotalEnergies SE,TTE,62.08,62.16,-0.08,7.09,8.75,1015631,156.642B
Adobe Inc.,ADBE,336.53,337.58,-1.05,32.42,10.38,1740879,156.453B
The Charles Schwab Corporation,SCHW,83.26,82.66,0.6,25.23,3.3,4885136,155.425B
Bristol-Myers Squibb Company,BMY,71.95,72.1,-0.15,23.44,3.07,7002272,152.977B
Comcast Corporation,CMCSA,34.97,35.05,-0.08,29.64,1.18,15386101,151.19B
United Parcel Service Inc.,UPS,173.84,175.75,-1.91,13.62,12.76,1605203,150.357B
Texas Instruments Incorporated,TXN,165.22,165.02,0.2,17.32,9.54,3249053,149.949B
Raytheon Technologies Corporation,RTX,100.92,100.33,0.59,33.64,3.0,2978984,148.358B
ConocoPhillips,COP,118.0,116.39,1.61,8.48,13.91,4107426,147.036B
China Mobile Limited,0941.HK,51.75,51.15,0.6,7.69,6.73,18049560,1.127T
Honeywell International Inc.,HON,214.3,214.75,-0.45,27.44,7.81,1596758,144.079B
Tata Consultancy Services Limited,TCS.NS,3256.7,3268.75,-12.05,30.25,107.66,1162718,11.916T
Morgan Stanley,MS,85.02,85.24,-0.22,12.34,6.89,4417431,143.693B
Agricultural Bank of China Limited,601288.SS,2.91,2.88,0.03,4.22,0.69,385463989,993B
Amgen Inc.,AMGN,262.64,263.16,-0.52,21.08,12.46,1536464,140.139B
Meituan,3690.HK,174.7,183.8,-9.1,0,0,31271880,1.081T
Prosus N.V.,PRX.AS,64.45,66.11,-1.66,17.23,3.74,1505253,190.405B
Contemporary Amperex Technology Co. Limited,300750.SZ,393.42,393.96,-0.54,35.96,10.94,7405249,960.932B
China Merchants Bank Co. Ltd.,3968.HK,43.65,43.2,0.45,7.62,5.73,21869526,1.061T
Salesforce Inc.,CRM,132.59,132.54,0.05,491.07,0.27,5236173,132.59B
Netflix Inc.,NFLX,294.88,291.12,3.76,25.78,11.44,7566892,131.228B
AT&T Inc.,T,18.41,18.45,-0.04,7.61,2.42,24804712,131.208B
Christian Dior SE,CDI.PA,681.0,693.5,-12.5,22.52,30.24,2686,122.86B
AIA Group Limited,1299.HK,86.8,85.1,1.7,38.41,2.26,17752997,1.019T
Royal Bank of Canada,RY,94.02,95.03,-1.01,11.56,8.13,752388,130.017B
Deere & Company,DE,428.76,428.64,0.12,18.42,23.28,752647,127.872B
Lockheed Martin Corporation,LMT,486.49,487.05,-0.56,22.37,21.75,903373,127.496B
Unilever PLC,UL,50.35,50.6,-0.25,20.98,2.4,1422014,127.489B
Union Pacific Corporation,UNP,207.07,209.22,-2.15,18.49,11.2,1468373,127.307B
HDFC Bank Limited,HDB,68.41,68.38,0.03,27.25,2.51,647904,127.169B
International Business Machines Corporation,IBM,140.89,141.06,-0.17,23.14,6.09,2826359,126.283B
Bank of China Limited,601988.SS,3.16,3.15,0.01,4.33,0.73,122020486,876.812B
PetroChina Company Limited,601857.SS,4.97,4.96,0.01,6.63,0.75,73679568,872.056B
Caterpillar Inc.,CAT,239.56,240.2,-0.64,17.44,13.74,1435832,124.669B
HSBC Holdings plc,HSBC,31.16,31.21,-0.05,10.56,2.95,887550,124.443B
China Life Insurance Company Limited,601628.SS,37.12,36.72,0.4,29.7,1.25,10247196,861.039B
QUALCOMM Incorporated,QCOM,109.94,109.84,0.1,9.64,11.41,5642260,123.243B
Elevance Health Inc.,ELV,512.97,512.88,0.09,20.12,25.5,434831,122.512B
CVS Health Corporation,CVS,93.19,93.45,-0.26,39.32,2.37,3559393,122.449B
Sanofi,SNY,48.43,48.55,-0.12,17.87,2.71,1302688,121.468B
SAP SE,SAP,103.19,104.11,-0.92,35.71,5.49,439716,120.691B
Lowe's Companies Inc.,LOW,199.24,202.26,-3.02,25.71,7.75,2081996,134.237B
Group) Company of China Ltd.,601318.SS,47.0,45.82,1.18,5.79,8.11,55300540,820.846B
Anheuser-Busch InBev SA/NV,BUD,60.04,60.38,-0.34,85.89,0.7,1088362,105.205B
The Toronto-Dominion Bank,TD,64.76,65.39,-0.63,12.07,5.37,2560110,117.995B
Commonwealth Bank of Australia,CBA.AX,102.6,102.08,0.52,22.79,4.5,1502583,175.076B
The Goldman Sachs Group Inc.,GS,343.38,343.43,-0.05,8.53,40.26,1031399,114.544B
Rio Tinto Group,RIO,71.2,71.09,0.11,11.87,6.0,1110015,115.298B
Starbucks Corporation,SBUX,99.2,99.77,-0.57,116.84,0.85,3857136,N/A
The Boeing Company,BA,190.49,188.91,1.58,0,-20.55,3973671,111.951B
Equinor ASA,EQNR,35.81,36.18,-0.37,0,-0.91,1887137,117.334B
American Express Company,AXP,147.75,147.32,0.43,24.22,6.1,2167837,114.441B
Siemens Aktiengesellschaft,SIE.DE,129.64,130.44,-0.8,24.4,5.31,579335,104.017B
Intuit Inc.,INTU,389.22,390.87,-1.65,59.4,6.55,948917,110.214B
S&P Global Inc.,SPGI,334.94,339.81,-4.87,32.97,10.16,1100056,80.721B
Intel Corporation,INTC,26.43,26.21,0.22,5.93,4.46,30179156,107.491B
Gilead Sciences Inc.,GILD,85.85,85.26,0.59,357.71,0.24,3830991,107.689B
Chocoladefabriken Lindt & Sprüngli AG,LISN.SW,95000.0,96200.0,-1200.0,71.87,1321.9,83,23.304B
BlackRock Inc.,BLK,708.63,716.15,-7.52,20.54,34.51,398906,107.653B
BP p.l.c.,BP,34.93,34.7,0.23,0,-3.34,4801046,114.753B
Advanced Micro Devices Inc.,AMD,64.77,64.82,-0.05,27.19,2.38,37126975,78.217B
Prologis Inc.,PLD,112.73,113.97,-1.24,62.11,1.82,2026848,83.344B
Medtronic plc,MDT,77.72,77.81,-0.09,34.4,2.26,4991258,104.499B
Pinduoduo Inc.,PDD,81.55,82.41,-0.86,0,-0.93,5054552,102.206B
Cigna Corporation,CI,331.34,330.72,0.62,14.43,22.96,655240,109.815B
Diageo plc,DEO,178.19,179.43,-1.24,67.09,2.66,150202,103.644B
Wuliangye Yibin Co.Ltd.,000858.SZ,180.69,178.75,1.94,32.51,5.56,14976495,701.368B
Nippon Telegraph and Telephone Corporation,NPPXF,29.0,28.3,0.7,13.13,2.21,5674,103.98B
Automatic Data Processing Inc.,ADP,238.86,240.62,-1.76,41.5,5.76,966815,100.652B
Deutsche Telekom AG,DTE.DE,18.64,19.08,-0.44,21.25,0.88,4255660,92.938B
American Tower Corporation,AMT,211.86,215.74,-3.88,49.16,4.31,1438017,96.484B
JD.com Inc.,JD,56.13,57.09,-0.96,11.47,4.89,4567533,92.777B
Sony Group Corporation,SONY,76.28,76.69,-0.41,11.67,6.54,410812,95.478B
CSL Limited,CSL.AX,287.76,285.7,2.06,37.99,7.57,428708,137.765B
BYD Company Limited,002594.SZ,256.97,254.76,2.21,168.62,1.52,7488973,748.076B
Intuitive Surgical Inc.,ISRG,265.35,267.79,-2.44,27.3,9.72,871344,94.793B
Airbus SE,AIR.PA,111.02,112.02,-1.0,0,-0.38,544003,87.245B
Keyence Corporation,6861.T,51420.0,51590.0,-170.0,63.21,813.47,344500,12.471T
Stryker Corporation,SYK,244.49,245.5,-1.01,66.26,3.69,646412,92.231B
Dr. Ing. h.c. F. Porsche AG,P911.DE,94.75,95.4,-0.65,0,0,116065,N/A
The TJX Companies Inc.,TJX,79.6,79.34,0.26,1137.14,0.07,2837700,94.953B
Chubb Limited,CB,220.6,222.08,-1.48,17.91,12.32,1001290,95.021B
General Electric Company,GE,83.79,83.75,0.04,0,-0.45,4030941,92.013B
Mondelez International Inc.,MDLZ,66.65,66.97,-0.32,25.25,2.64,4335264,92.975B
British American Tobacco p.l.c.,BTI,39.98,39.98,0.0,10.31,3.88,1225293,91.742B
The Estée Lauder Companies Inc.,EL,248.11,249.93,-1.82,65.69,3.78,858506,89.306B
Citigroup Inc.,C,45.23,45.16,0.07,6.21,7.29,11015202,89.749B
Allianz SE,ALV.DE,200.9,203.7,-2.8,12.31,16.32,406135,82.059B
Mitsubishi UFJ Financial Group Inc.,MUFG,6.67,6.58,0.09,29.25,0.23,3523840,88.591B
Glencore plc,GLCNF,6.62,6.78,-0.16,0,-0.14,7755,87.403B
Northrop Grumman Corporation,NOC,545.61,542.0,3.61,20.09,27.16,551688,85.845B
MERCK Kommanditgesellschaft auf Aktien,MRK.DE,180.9,183.05,-2.15,39.58,4.57,111058,78.651B
Analog Devices Inc.,ADI,164.03,163.98,0.05,43.5,3.77,1619445,86.17B
Industria de Diseño Textil S.A.,IDEXY,13.34,13.46,-0.12,62.31,0.21,129991,83.805B
Applied Materials Inc.,AMAT,97.38,97.14,0.24,23.29,4.18,3407047,86.523B
Marsh & McLennan Companies Inc.,MMC,165.48,166.78,-1.3,37.82,4.38,751383,83.55B
Altria Group Inc.,MO,45.71,45.87,-0.16,19.61,2.33,5024945,83.969B
PayPal Holdings Inc.,PYPL,71.22,70.56,0.66,20.12,3.54,10175658,83.679B
Canadian National Railway Company,CNI,118.88,120.43,-1.55,29.5,4.03,844816,83.965B
LG Energy Solution Ltd.,373220.KS,435500.0,436500.0,-1000.0,0,0,262165,N/A
EssilorLuxottica Société anonyme,EL.PA,169.2,171.95,-2.75,890.53,0.19,285080,74.852B
Al Rajhi Banking and Investment Corporation,1120.SR,75.2,76.0,-0.8,16.28,4.62,3505606,188B
Duke Energy Corporation,DUK,102.99,103.84,-0.85,59.91,1.72,1901146,79.235B
Enbridge Inc.,ENB,39.1,39.27,-0.17,32.53,1.2,1939896,79.22B
Vale S.A.,VALE,16.97,16.88,0.09,8.41,2.02,16382675,82.321B
Regeneron Pharmaceuticals Inc.,REGN,721.49,721.29,0.2,23.64,30.52,364172,77.591B
ServiceNow Inc.,NOW,388.27,389.85,-1.58,510.88,0.76,672425,77.266B
Booking Holdings Inc.,BKNG,2015.28,2003.51,11.77,1399.5,1.44,196682,82.747B
Schneider Electric S.E.,SU.PA,130.72,133.5,-2.78,34.31,3.81,498150,72.756B
The Southern Company,SO,71.41,72.19,-0.78,22.46,3.18,2807456,75.68B
ICICI Bank Limited,IBN,21.89,22.1,-0.21,30.15,0.73,6110922,76.896B
EOG Resources Inc.,EOG,129.52,128.63,0.89,0,-1.04,2167567,75.781B
The Progressive Corporation,PGR,129.71,130.56,-0.85,11.79,11.0,1498802,75.803B
Infosys Limited,INFY,18.01,18.24,-0.23,29.52,0.61,4451679,76.717B
Schlumberger Limited,SLB,53.46,52.91,0.55,0,-2.04,4370102,74.985B
China Shenhua Energy Company Limited,601088.SS,27.62,27.57,0.05,14.56,1.9,14694663,519.397B
Vertex Pharmaceuticals Incorporated,VRTX,288.78,289.08,-0.3,27.53,10.49,1030709,73.423B
L'Air Liquide S.A.,AI.PA,132.4,134.7,-2.3,25.76,5.14,490205,62.711B
Compagnie Financière Richemont SA,CFR.SW,119.9,121.55,-1.65,276.91,0.43,553893,67.821B
Public Joint Stock Company Gazprom,GAZP.ME,198.0,197.92,0.08,34.98,5.66,28893760,4.682T
Hindustan Unilever Limited,HINDUNILVR.NS,2561.05,2568.05,-7.0,75.26,34.03,696114,6.021T
Becton Dickinson and Company,BDX,254.3,256.9,-2.6,48.38,5.26,608918,72.486B
Volkswagen AG,VOW3.DE,116.42,116.14,0.28,7.0,16.62,365926,74.202B
GSK plc,GSK,35.14,35.13,0.01,12.2,2.88,2627127,88.409B
China Petroleum & Chemical Corporation,600028.SS,4.36,4.34,0.02,7.45,0.585,61672395,495.832B
Saudi Basic Industries Corporation,2010.SR,89.4,89.5,-0.1,4063.64,0.02,2013597,268.2B
Iberdrola S.A.,IBE.MC,10.93,11.02,-0.09,19.95,0.55,11481718,68.545B
Zurich Insurance Group AG,ZURN.SW,442.3,448.4,-6.1,18.98,23.31,194169,65.68B
BNP Paribas SA,BNP.PA,53.25,53.91,-0.66,9.37,5.68,1445544,65.728B
Mercedes-Benz Group AG,MBG.DE,61.4,62.0,-0.6,0,0,867268,N/A
Petróleo Brasileiro S.A. - Petrobras,PBR,10.65,10.68,-0.03,53.25,0.2,16006201,69.46B
Canadian Pacific Railway Limited,CP,74.59,75.41,-0.82,4.69,15.89,1308117,69.337B
Moderna Inc.,MRNA,179.62,178.86,0.76,0,-1.96,3435953,72.827B
Target Corporation,TGT,149.04,148.37,0.67,17.25,8.64,2353067,71.409B
China Yangtze Power Co. Ltd.,600900.SS,21.0,20.8,0.2,17.49,1.2,45920545,477.58B
Air Products and Chemicals Inc.,APD,308.26,309.79,-1.53,36.21,8.51,511703,68.336B
Zoetis Inc.,ZTS,146.55,148.15,-1.6,42.85,3.42,1187730,69.337B
General Dynamics Corporation,GD,248.11,249.23,-1.12,21.29,11.65,702393,69.278B
HCA Healthcare Inc.,HCA,239.96,240.38,-0.42,17.93,13.38,628581,74.633B
Illinois Tool Works Inc.,ITW,220.3,221.97,-1.67,31.61,6.97,590415,69.148B
PT Bank Central Asia Tbk,BBCA.JK,8550.0,8575.0,-25.0,7.64,1118.6,44681400,1054.001T
U.S. Bancorp,USB,43.61,43.57,0.04,11.51,3.79,5556214,64.665B
3M Company,MMM,119.92,120.57,-0.65,12.27,9.77,2094704,69.104B
Boston Scientific Corporation,BSX,46.27,46.35,-0.08,60.17,0.77,3058562,65.934B
State Bank of India,SBIN.NS,613.7,611.8,1.9,23.61,25.99,13049160,5.477T
Colgate-Palmolive Company,CL,78.79,79.37,-0.58,25.33,3.11,2001369,66.408B
AXA SA,CS.PA,26.06,26.4,-0.34,20.84,1.25,2862789,62.265B
CSX Corporation,CSX,30.98,31.24,-0.26,8.78,3.53,7328771,68.713B
DBS Group Holdings Ltd,D05.SI,33.92,33.93,-0.01,15.88,2.14,1820100,87.118B
Humana Inc.,HUM,512.19,513.2,-1.01,18.19,28.15,377258,65.834B
KDDI Corporation,9433.T,3982.0,3996.0,-14.0,13.92,285.99,3147800,8.895T
National Australia Bank Limited,NAB.AX,30.06,29.92,0.14,37.34,0.81,3108998,98.244B
Waste Management Inc.,WM,156.88,158.87,-1.99,42.86,3.66,946283,65.625B
Fiserv Inc.,FISV,101.07,101.5,-0.43,79.21,1.28,1956191,66.73B
China Tourism Group Duty Free Corporation Limited,601888.SS,216.03,216.15,-0.12,46.81,4.61,8775809,421.794B
Bank of Montreal,BMO,90.6,91.19,-0.59,13.54,6.69,297543,58.732B
The PNC Financial Services Group Inc.,PNC,157.94,157.83,0.11,8.25,19.14,981746,66.752B
CNOOC Limited,0883.HK,9.98,9.94,0.04,6.52,1.531,46487265,445.582B
Nongfu Spring Co. Ltd.,9633.HK,44.1,44.35,-0.25,0,0,2105710,495.971B
Eaton Corporation plc,ETN,156.95,157.35,-0.4,44.97,3.49,798918,62.56B
Aon plc,AON,300.14,303.38,-3.24,32.91,9.12,407579,66.13B
Kering SA,KER.PA,475.5,482.6,-7.1,27.64,17.2,143340,58.994B
SoftBank Group Corp.,9984.T,5644.0,5618.0,26.0,7.05,800.04,9104100,9.649T
Wal-Mart de México S.A.B. de C.V.,WMMVF,3.474,3.54,-0.07,36.57,0.095,17910,62.638B
Fast Retailing Co. Ltd.,9983.T,80530.0,79000.0,1530.0,86.0,936.36,824700,8.226T
The Sherwin-Williams Company,SHW,237.33,241.32,-3.99,30.68,7.74,819205,62.227B
Canadian Natural Resources Limited,CNQ,55.53,55.77,-0.24,0,-0.3,1329538,65.349B
Daiichi Sankyo Company Limited,4568.T,4250.0,4223.0,27.0,108.67,39.11,2652600,7.379T
Equinix Inc.,EQIX,655.03,665.37,-10.34,143.77,4.56,252911,58.98B
CME Group Inc.,CME,168.16,169.16,-1.0,31.55,5.33,1045118,60.437B
Postal Savings Bank of China Co. Ltd.,601658.SS,4.62,4.56,0.06,6.42,0.72,103847922,416.109B
Activision Blizzard Inc.,ATVI,76.55,76.76,-0.21,27.15,2.82,2708821,59.624B
The Saudi National Bank,1180.SR,50.5,49.9,0.6,13.76,3.67,2234231,224.006B
UBS Group AG,UBS,18.67,18.8,-0.13,10.19,1.83,1575679,64.329B
VERBUND AG,OEWA.F,78.65,78.7,-0.05,43.29,1.82,47,40.756B
Crown Castle Inc.,CCI,135.64,138.41,-2.77,64.74,2.1,1347310,58.624B
Bayerische Motoren Werke Aktiengesellschaft,BMW.DE,83.38,83.83,-0.45,14.55,5.73,532248,54.078B
The Bank of Nova Scotia,BNS,48.98,49.21,-0.23,11.3,4.34,5003853,59.545B
Housing Development Finance Corporation Limited,HDFC.NS,2637.6,2675.4,-37.8,26.58,99.22,2344003,4.777T
Bharti Airtel Limited,BHARTIARTL.NS,806.1,820.75,-14.65,0,-38.75,3112668,4.741T
América Móvil S.A.B. de C.V.,AMX,18.2,18.43,-0.23,15.69,1.16,1996208,58.886B
Lam Research Corporation,LRCX,420.3,420.61,-0.31,17.77,23.65,732121,59.178B
Intercontinental Exchange Inc.,ICE,102.59,104.1,-1.51,27.4,3.74,1167976,57.8B
Occidental Petroleum Corporation,OXY,62.99,62.28,0.71,0,-17.06,8064817,58.831B
Truist Financial Corporation,TFC,43.03,43.2,-0.17,10.15,4.24,4001907,57.44B
Norfolk Southern Corporation,NSC,246.42,248.21,-1.79,27.28,9.03,598160,59.965B
ABB Ltd,ABB,30.46,30.88,-0.42,12.03,2.53,1136181,60.707B
MetLife Inc.,MET,72.37,72.66,-0.29,12.74,5.68,2064946,60.875B
publ),IVS.F,17.43,17.27,0.16,0,0,50,53.641B
Siemens Healthineers AG,SHL.DE,46.73,47.19,-0.46,31.11,1.5,276976,52.749B
Emerson Electric Co.,EMR,96.06,96.36,-0.3,27.8,3.45,1348379,57.223B
Westpac Banking Corporation,WBC.AX,23.35,23.27,0.08,19.38,1.21,3935218,85.581B
Atlas Copco AB,ATCO-B.ST,111.1,112.58,-1.48,8.98,12.37,1800245,151.837B
Vinci SA,DG.PA,93.29,94.25,-0.96,42.4,2.2,555892,52.986B
Dollar General Corporation,DG,246.25,247.46,-1.21,23.19,10.62,1106117,57.058B
Shenzhen Mindray Bio-Medical Electronics Co. Ltd.,300760.SZ,315.97,318.28,-2.31,54.41,5.81,3272739,384.122B
Hong Kong Exchanges and Clearing Limited,0388.HK,337.2,340.0,-2.8,45.02,7.49,2381253,427.516B
Sumitomo Mitsui Financial Group Inc.,SMFG,8.02,7.92,0.1,168.49,0.05,3090667,54.97B
Thomson Reuters Corporation,TRI,114.07,114.3,-0.23,50.79,2.25,704129,55.541B
Marathon Petroleum Corporation,MPC,116.39,116.18,0.21,0,-15.14,2316399,71.648B
Micron Technology Inc.,MU,49.98,50.53,-0.55,17.77,2.81,11989834,55.986B
Enel SpA,ENEL.MI,5.03,5.1,-0.07,19.57,0.26,12940812,51.114B
Freeport-McMoRan Inc.,FCX,38.0,38.31,-0.31,31.05,1.22,6577926,55.802B
Pioneer Natural Resources Company,PXD,228.39,226.68,1.71,0,-1.21,915365,55.758B
Airbnb Inc.,ABNB,85.5,85.23,0.27,0,-7.89,3372534,54.326B
Heineken N.V.,HEIA.AS,87.88,88.98,-1.1,0,-0.36,258079,50.596B
Open Joint Stock Company OMZ,OMZZP.ME,4045.0,4100.0,-55.0,0,-10.1,41,3.424T
Blackstone Inc.,BX,74.19,74.75,-0.56,13.56,5.47,3667827,52.742B
KLA Corporation,KLAC,377.03,379.86,-2.83,31.66,11.91,669303,57.166B
Safran SA,SAF.PA,116.92,118.02,-1.1,146.15,0.8,414433,49.89B
McKesson Corporation,MCK,375.12,375.12,0.0,0,-25.42,477912,57.274B
Adani Enterprises Limited,ADANIENT.NS,3858.35,3810.6,47.75,565.82,6.82,1527774,4.243T
RELX PLC,RELX,27.72,28.01,-0.29,31.75,0.87,690377,53.631B
Monster Beverage Corporation,MNST,101.53,102.02,-0.49,38.46,2.64,1144283,53.723B
China Telecom Corporation Limited,0728.HK,3.07,3.02,0.05,10.99,0.279,140530000,515.017B
Foshan Haitian Flavouring and Food Company Ltd.,603288.SS,79.6,78.83,0.77,38.27,2.08,4714429,335.321B
O'Reilly Automotive Inc.,ORLY,844.03,843.66,0.37,31.68,26.65,273557,56.869B
Charter Communications Inc.,CHTR,339.1,338.94,0.16,19.17,17.69,1201522,60.798B
Enterprise Products Partners L.P.,EPD,24.12,24.22,-0.1,14.08,1.71,4494608,52.633B
Anglo American plc,AAL.L,3236.5,3254.5,-18.0,26.95,120.1,858709,43.471B
Industrial Bank Co. Ltd.,601166.SS,17.59,17.44,0.15,5.46,3.22,50305759,365.418B
Life Insurance Corporation of India,LICI.NS,684.6,683.7,0.9,0,0,875266,N/A
VMware Inc.,VMW,122.76,122.01,0.75,25.26,4.86,646134,51.518B
Public Joint Stock Company Rosneft Oil Company,ROSN.ME,351.2,364.95,-13.75,23.59,14.89,5692617,3.336T
KKR & Co. Inc.,KKR,46.42,46.74,-0.32,13.76,3.37,1637268,27.156B
Midea Group Co. Ltd.,000333.SZ,51.8,51.73,0.07,12.53,4.13,12773275,361.836B
Dominion Energy Inc.,D,61.32,61.64,-0.32,0,-0.57,3483300,49.664B
Moody's Corporation,MCO,278.62,282.93,-4.31,26.0,10.72,429576,51.795B
Archer-Daniels-Midland Company,ADM,92.85,93.12,-0.27,25.22,3.68,1519086,51.944B
Bayer Aktiengesellschaft,BAYZF,51.76,52.55,-0.79,0,-12.88,8686,50.992B
Keurig Dr Pepper Inc.,KDP,35.66,35.83,-0.17,33.96,1.05,4779794,50.564B
Eni S.p.A.,E,28.66,28.89,-0.23,0,-5.84,242989,51.169B
Pernod Ricard SA,RI.PA,183.75,186.25,-2.5,183.2,1.0,215542,47.73B
Recruit Holdings Co. Ltd.,6098.T,4177.0,4243.0,-66.0,52.69,79.28,3685900,6.826T
Reckitt Benckiser Group plc,RKT.L,5754.0,5746.0,8.0,34.6,166.3,398693,41.105B
The Kraft Heinz Company,KHC,40.71,40.68,0.03,92.1,0.44,4344843,49.831B
Banco Santander S.A.,SAN,2.95,2.98,-0.03,0,-0.668,3389414,50.286B
Electricité de France S.A.,EDF.PA,12.0,12.0,0.0,250.0,0.05,1067490,38.853B
ITC Limited,ITC.NS,331.55,335.35,-3.8,30.74,10.78,6955575,4.086T
